	supersense_category	text
7097	verb.change	save
7098	noun.state	career
7099	noun.act	suppression
7100	noun.artifact	installation
7102	noun.location	MStreet
7103	noun.plant	asparaguscrepe
7104	verb.communication	ex-
7105	verb.creation	plain
7106	noun.attribute	danger
7108	noun.body	larynx
7109	noun.person	congressionalaide
7110	verb.contact	strangle
7111	noun.substance	asparaguscrepe
7114	noun.location	Wash-ington
7115	noun.location	the
7117	noun.communication	newsfile
7120	noun.person	defector
7122	noun.location	Marrakesh
7124	verb.emotion	loathe
7126	verb.possession	buyout
7130	verb.contact	beat
7131	noun.person	russianengineer
7132	verb.contact	setfire
7133	verb.motion	surface
7134	noun.location	Thailand
7135	noun.person	overseer
7136	noun.artifact	heroin
7137	noun.person	enforcer
7138	noun.act	gambling
7139	noun.group	cartel
7140	noun.location	Bonn
7141	noun.location	Wichita
7142	noun.cognition	gap
7144	noun.communication	interrogation
7145	noun.artifact	mentalhealthunit
7146	verb.body	diagnose
7147	noun.group	governmentinstitution
7148	noun.location	Toulon
7149	noun.person	subject
7151	noun.state	schizophrenia
7152	noun.cognition	model
7153	noun.group	selection
7154	noun.person	patient
7155	verb.consumption	provide
7156	noun.artifact	microcomputer
7157	verb.communication	program
7158	verb.body	cure
7160	noun.artifact	foam
7162	verb.social	disturb
7163	noun.location	Istanbul
7177	noun.body	circle
7180	noun.location	chin
7184	noun.act	samurai
7186	noun.location	Stambul
7187	noun.quantity	couple
7189	noun.location	badoldtown
7190	verb.motion	headfor
7193	noun.artifact	trainwindow
7194	noun.location	moonscape
7195	noun.location	beacon
7196	noun.artifact	aircraft
7197	noun.artifact	fusion
7198	noun.location	L.A.
7199	noun.person	pack
7200	noun.location	Macau
7202	noun.person	fantan
7203	noun.location	Lisboa
7204	verb.motion	crossover
7205	noun.location	Zhongshan
7207	noun.artifact	silkscarf
7208	verb.contact	polish
7211	verb.emotion	wake
7213	verb.contact	tufting
7215	noun.artifact	freeway
7216	verb.change	decelerate
7220	noun.substance	slag
7222	noun.artifact	refinery
7223	noun.location	Beyoglu
7224	noun.group	greek
7225	noun.group	armenianjeweler
7226	noun.location	Ot-tomanIstanbul
7227	verb.communication	purr
7228	noun.person	mercede
7229	verb.social	godownhill
7232	noun.location	CumhuriyetCaddesi
7234	noun.artifact	ultrasuede
7238	noun.state	headache
7241	noun.act	sleepderm
7243	noun.communication	incision
7244	verb.contact	lay
7245	noun.artifact	tenement
7248	noun.location	cologie
7249	noun.artifact	housingproject
7250	noun.artifact	plyboard
7251	noun.substance	corrugatediron
7253	noun.person	Shinjuku
7256	verb.contact	maroon
7257	noun.artifact	arm-chair
7258	noun.artifact	carpeting
7260	noun.person	rat
7261	verb.motion	comeover
7263	verb.communication	bet
7265	noun.food	sweetmeat
7266	noun.person	Honcho
7267	verb.stative	suck
7270	noun.location	Brooklyn
7271	verb.contact	twirl
7272	noun.person	valet
7279	verb.perception	observe
7283	noun.event	jive
7294	noun.person	writer
7295	verb.motion	takerefuge
7296	noun.artifact	voiceprinter
7298	noun.communication	writeword
7299	verb.consumption	enjoy
7300	noun.state	prestige
7301	noun.artifact	sedan
7302	noun.artifact	cellconversion
7303	verb.contact	disgorge
7305	noun.attribute	paleness
7306	noun.artifact	micropore
7309	noun.substance	inducer
7310	noun.artifact	lightfixture
7313	noun.person	lady
7314	verb.social	workwell
7315	noun.attribute	silence
7318	verb.motion	getdress
7321	noun.person	terzibashjian
7322	verb.communication	bleat
7324	verb.body	wakeup
7328	noun.person	JerseyBastion
7331	noun.person	Ar-menian
7333	noun.location	Riviera
7334	verb.social	help
7337	noun.artifact	mirroredglass
7338	noun.body	mat
7340	verb.cognition	mistake
7342	noun.artifact	Hiltontray
7343	noun.artifact	cup
7344	noun.food	sweet
7345	noun.location	Ingiliz
7349	noun.artifact	tunelinfinity
7350	noun.location	Turkey
7351	noun.state	disapproval
7352	verb.body	sport
7353	noun.act	modification
7356	noun.communication	pastry
7360	noun.act	stool
7361	noun.group	military
7365	noun.body	china
7371	noun.artifact	dart
7372	noun.communication	please
7373	noun.person	Ingiliz
7375	noun.location	Fener
7376	noun.location	KuchukGulhaneDjaddesi
7378	noun.artifact	bazaar
7379	verb.creation	perform
7380	noun.location	YenishehirPalasOteli
7383	noun.person	yenishehirman-
7384	noun.time	agement
7385	noun.food	aftershave
7390	verb.motion	steer
7391	noun.location	KapaliCarsi
7395	noun.location	rightside
7396	noun.artifact	scrapyard
7398	noun.location	loco-
7399	verb.contact	motive
7400	noun.substance	rust
7401	noun.substance	firewood
7407	noun.artifact	ribbon
7408	noun.artifact	medallion
7409	noun.artifact	kebabgravy
7410	noun.food	friedegg
7411	noun.artifact	lapel
7414	noun.person	armenian
7416	verb.change	instal
7418	noun.body	lung
7419	verb.change	boost
7421	noun.person	theMercedes
7423	verb.motion	avoid
7424	noun.artifact	bal-
7425	noun.animal	loon
7426	noun.artifact	dray
7427	noun.artifact	hide
7429	noun.person	cyclist
7430	noun.animal	scorpion
7431	verb.contact	poise
7432	noun.artifact	brakelever
7435	verb.creation	imagine
7439	noun.body	retina
7443	noun.location	inTurkey
7445	noun.body	ball
7446	noun.artifact	bowtie
7447	noun.communication	idiom
7449	noun.act	mean
7450	verb.motion	shutup
7451	noun.person	thearmenian
7454	noun.act	shave
7455	noun.person	Sanyo
7456	noun.artifact	transceiver
7457	noun.communication	salad
7458	noun.communication	greek
7460	noun.communication	turkish
7462	noun.artifact	spicebazaar
7465	noun.person	SultanHatice
7467	noun.artifact	spice
7470	noun.artifact	drug
7472	noun.artifact	wiper
7473	verb.motion	recross
7474	noun.artifact	lexan
7475	noun.person	Jersey
7478	noun.substance	meperidine
7482	noun.person	demerol
7484	noun.person	speedball
7485	verb.cognition	mix
7488	verb.motion	turnup
7489	noun.person	fucker
7493	verb.emotion	brighten
7494	verb.emotion	comfort
7495	noun.attribute	density
7497	noun.artifact	ironwork
7498	noun.body	ad
7502	verb.perception	see
7503	noun.location	Maryland
7505	noun.event	pandemic
7506	noun.person	arab
7507	verb.communication	code
7508	noun.person	dna
7509	verb.communication	croak
7514	noun.artifact	tray
7515	noun.substance	turk
7516	noun.substance	Tuborg
7523	verb.motion	ride
7525	noun.person	Ali
7526	verb.consumption	drip
7527	noun.artifact	shit
7531	noun.communication	quiet
7535	noun.artifact	cobble
7537	verb.contact	grate
7541	verb.weather	direct
7542	noun.artifact	rooftop
7545	verb.change	crumple
7547	noun.artifact	floodlight
7548	verb.contact	splash
7549	noun.quantity	pair
7550	verb.change	flex
7552	noun.phenomenon	glare
7556	noun.body	intestinal
7558	noun.body	bristle
7566	noun.phenomenon	flash
7568	noun.object	fragment
7569	verb.motion	whiz
7572	noun.act	crouch
7574	verb.cognition	match
7575	noun.event	afterimage
7577	noun.artifact	ows
7581	noun.body	wound
7585	verb.communication	callin
7586	noun.person	mahmut
7587	noun.person	littleprick
7590	verb.perception	crack-
7593	noun.food	hamburger
7594	verb.contact	tossout
7596	verb.communication	scan
7602	noun.person	aNambu
7605	noun.body	middle
7608	noun.location	Topkapi
7610	noun.person	turk
7617	verb.contact	hangback
7620	verb.perception	glare
7622	noun.person	theCitroen
7623	verb.motion	ground
7626	noun.location	Beyoglutunel
7628	noun.group	maze
7629	noun.artifact	backstreet
7630	noun.artifact	apartmenthouse
7634	verb.motion	park
7636	verb.stative	surround
7637	noun.group	conglomeration
7638	noun.communication	style
7640	noun.artifact	whorehouse
7641	noun.person	king
7642	verb.possession	keep
7643	noun.person	kinda
7645	verb.contact	jumble
7646	noun.artifact	diamond
7647	noun.artifact	sword
7648	noun.person	JohntheBaptist
7649	noun.artifact	supportvat
7650	noun.person	nah
7652	noun.artifact	handthing
7654	noun.person	christian
7658	verb.contact	dust
7660	noun.substance	blackiron
7664	verb.contact	crunch
7665	noun.substance	frost
7666	noun.substance	flagstone
7667	noun.location	balkan
7668	noun.person	Terzi
7669	verb.cognition	grade
7670	noun.group	secretpolice
7671	noun.person	torturer
7675	noun.plant	bird
7681	verb.perception	look
7683	noun.artifact	flank
7684	noun.artifact	doe
7691	noun.time	go
7692	verb.motion	walkon
7693	verb.cognition	figure
7696	verb.creation	do
7698	verb.cognition	sit
7699	verb.perception	stare
7702	noun.act	highgear
7704	noun.location	Wintermute
7706	noun.location	nostalgia
7709	verb.cognition	depends
7710	noun.person	pet
7711	verb.stative	cost
7712	noun.group	tureheat
7719	noun.substance	carp
7720	verb.contact	nuzzle
7721	noun.plant	stem
7724	noun.object	pebble
7726	verb.emotion	wanna
7731	verb.motion	spit
7733	noun.person	Judas
7734	noun.group	ca
7735	verb.stative	getoff
7736	verb.social	betray
7737	noun.state	desire
7744	noun.act	prod
7746	noun.person	dissident
7747	verb.motion	thrust
7749	noun.person	Peter
7753	verb.possession	collect
7757	verb.stative	rate
7759	noun.feeling	taste
7761	verb.possession	stockup
7768	noun.person	operator
7769	verb.change	submerge
7770	noun.feeling	personality
7772	noun.feeling	vice
7774	verb.communication	rumor
7775	noun.person	chil-dren
7776	noun.state	blankness
7779	verb.cognition	read
7787	noun.event	twitch
7788	noun.artifact	antenna
7790	verb.perception	clink
7794	noun.act	wear
7796	verb.contact	force
7797	verb.communication	nod
7799	noun.artifact	bro-chure
7802	verb.social	book
7803	noun.location	Yes-ilkoy
7805	noun.act	transfer
7806	noun.person	JAL
7808	noun.location	IstanbulHilton
7809	noun.person	Riviera
7810	verb.consumption	browse
7811	verb.contact	walled
7817	noun.substance	ac-
7819	verb.motion	travel
7821	verb.motion	fringe
7824	verb.motion	bustle
7825	noun.communication	nod-
7826	noun.communication	ding
7830	noun.person	Ri-viera
7834	noun.act	pop
7835	verb.contact	reset
7836	noun.attribute	brutality
7837	verb.stative	offset
7842	verb.contact	drug
7843	noun.artifact	flechette
7844	verb.motion	abduct
7846	verb.communication	pressure
7848	verb.social	join
7851	verb.motion	dueback
7855	noun.person	matron
7856	noun.artifact	tuxedo
7858	verb.contact	shoul-
7859	verb.consumption	dere
7861	noun.artifact	smokingsection
7868	noun.artifact	vendingconsole
7871	noun.communication	payphone
7872	noun.artifact	pocketful
7874	noun.attribute	ronism
7875	noun.communication	harmonic
7876	noun.artifact	orbitallink
7879	noun.artifact	lirasicoin
7880	noun.location	sight
7889	noun.person	partthree
7890	noun.location	MIDNIGHTinthe
7891	noun.location	RUEJULESVERNE8Archipelago
7892	noun.location	torus
7894	verb.stative	spread
7896	noun.substance	oilslick
7897	verb.communication	callup
7899	verb.cognition	simplify
7900	noun.group	l-Sarchipelago
7902	verb.stative	dominate
7906	verb.motion	shuttle
7908	noun.artifact	brothel
7910	noun.artifact	pleasuredome
7913	noun.location	LasVegas
7914	noun.location	gar-den
7915	noun.location	orbitalGeneva
7916	verb.social	refine
7918	noun.location	Tessier
7920	noun.group	thy
7921	noun.artifact	liner
7922	noun.person	FirstClass
7924	noun.artifact	windowseat
7927	noun.location	Ar-mitage
7929	verb.motion	bank
7931	noun.substance	jewel
7934	noun.animal	sperm
7935	noun.artifact	bourbon
7947	noun.plant	petal
7948	verb.contact	sheene
7950	verb.contact	thorne
7952	noun.person	PeterRiviera
7955	noun.attribute	lense
7957	verb.motion	squirm
7960	noun.act	biz
7961	noun.person	steward
7962	verb.contact	attach
7965	noun.body	leaveear
7966	verb.emotion	hope
7967	verb.change	speedup
7970	verb.motion	gonuts
7971	verb.perception	kick
7972	noun.act	flightreflex
7975	verb.motion	moveon
7979	noun.artifact	apron
7981	noun.location	orly
7983	verb.stative	screen
7984	noun.artifact	deflector
7985	noun.communication	slogan
7986	noun.artifact	spraybomb
7987	noun.artifact	airplane
7990	noun.artifact	gum
7991	noun.communication	koto
7993	noun.communication	spaceadaptation
7994	noun.cognition	syndrome
7996	noun.communication	scription
7999	verb.motion	dock
8000	noun.location	JAL
8001	noun.location	terminalcluster
8002	verb.motion	transfer
8003	noun.group	freeside
8006	noun.plant	Yeheyuan
8009	noun.state	kink
8010	noun.location	Zion
8011	noun.location	Zioncluster
8012	noun.artifact	releaseplate
8015	noun.act	embrace
8017	noun.location	venue
8018	verb.cognition	dread
8019	noun.communication	rasta
8020	noun.group	colony
8021	verb.consumption	smoke
8024	noun.substance	calcium
8025	noun.event	shrinkage
8030	verb.social	minded
8031	noun.artifact	patchwork
8034	noun.person	welder
8036	noun.person	zionite
8037	noun.person	aerol
8039	noun.artifact	torus
8045	noun.artifact	hatchway
8046	verb.creation	make
8047	verb.motion	climbdown
8048	noun.substance	gravity
8051	verb.motion	churn
8052	noun.person	mon
8054	verb.contact	bracket
8055	noun.communication	incisor
8057	verb.contact	embrace
8058	noun.attribute	gravity
8064	noun.artifact	playhouse
8066	verb.contact	weld
8067	noun.artifact	ran-dom
8069	noun.cognition	scheme
8077	noun.artifact	pop
8080	verb.contact	heave
8081	noun.person	Zion
8082	noun.food	ganja
8091	noun.animal	trout
8092	verb.contact	trail
8093	noun.object	bubble
8110	noun.artifact	cargobay
8112	verb.motion	guide
8117	noun.body	saliva
8122	noun.phenomenon	zerogravity
8123	verb.change	acclimatize
8124	verb.social	workin
8125	noun.location	VillaStraylight
8127	verb.communication	pose
8133	verb.contact	orbit
8134	noun.attribute	halo
8135	noun.artifact	form
8138	verb.motion	revolve
8141	noun.shape	part
8142	noun.body	fletcher
8145	verb.change	affect
8149	noun.attribute	adrenalinelevel
8151	noun.person	SAS
8152	verb.change	wearoff
8154	noun.communication	re-lationship
8157	verb.body	open
8158	noun.attribute	configuration
8162	noun.person	Dixie
8170	noun.person	medic
8171	verb.motion	comeby
8172	noun.time	month
8173	verb.contact	tossin
8174	noun.person	Elroy
8175	verb.consumption	eatin
8177	verb.change	itchin
8178	verb.contact	scratch
8180	noun.person	goddam
8182	verb.change	comethrough
8184	noun.event	stab
8186	verb.communication	do
8189	verb.cognition	erase
8193	noun.act	provocation
8194	verb.motion	scamper
8195	noun.object	hydroponicganja
8199	noun.location	state
8206	verb.change	preparedfor
8207	noun.artifact	freefall
8208	noun.person	wanna
8209	verb.body	holdout
8213	noun.act	tumble
8214	noun.artifact	girder
8215	noun.artifact	waterbag
8216	verb.body	bulge
8217	noun.artifact	al-gae
8219	noun.artifact	band
8221	verb.change	adjust
8228	verb.motion	back
8231	verb.motion	kickoff
8235	noun.substance	rubyneon
8236	verb.contact	coil
8240	verb.motion	contract
8241	verb.motion	tighten
8245	noun.communication	come
8247	verb.motion	scurry
8249	noun.communication	telltale
8253	noun.object	sting
8254	verb.body	quiver
8255	verb.contact	sink
8257	noun.animal	coralsnake
8258	verb.change	relaxed
8260	noun.act	injection
8262	noun.artifact	syringe
8267	verb.stative	've
8272	verb.communication	sneer
8273	verb.body	puton
8274	noun.artifact	cottonshirt
8280	verb.motion	touch
8282	noun.artifact	hologramprojector
8283	verb.change	shiver
8284	noun.location	focus
8286	noun.location	casino
8288	noun.location	hotel
8289	noun.possession	strata
8290	noun.location	bluearea
8291	noun.object	lake
8295	noun.object	mountain
8296	verb.stative	narrow
8297	noun.location	ground
8299	noun.location	sport
8300	noun.location	ring
8302	verb.motion	leanforward
8303	verb.motion	race
8305	noun.act	lowgrav
8306	noun.act	traction
8308	verb.emotion	concern
8320	noun.location	zerograv-
8322	verb.contact	crane
8325	noun.animal	gnat
8328	verb.contact	arrange
8331	noun.attribute	blankness
8332	noun.person	straylight
8336	noun.person	talkhead
8338	noun.communication	detail
8341	noun.artifact	ward-
8344	noun.person	DesiderataStreet
8345	noun.location	RueJulesVerne
8350	noun.body	pustule
8354	noun.body	sore
8363	verb.body	shutup
8365	noun.person	cateye
8366	verb.motion	steppin
8367	noun.person	razor
8368	noun.person	Imaelcum
8370	noun.person	brother
8371	verb.possession	converse
8374	noun.person	founder
8376	noun.person	elder
8379	noun.substance	light'll
8380	noun.attribute	wake
8381	noun.person	bossman
8387	noun.group	Zion
8389	verb.stative	overtake
8393	verb.contact	float
8394	noun.location	jungle
8395	noun.plant	foliage
8396	verb.contact	ere
8397	noun.process	smoke
8400	noun.person	maelcum
8403	noun.body	lock
8404	noun.artifact	wool
8406	noun.location	tribe
8407	verb.social	likens
8408	noun.location	step-pin'razor
8411	noun.person	Founder
8412	verb.contact	throwback
8413	noun.time	day
8416	verb.communication	cryin
8417	noun.communication	voice
8418	noun.person	theFounder
8421	verb.perception	monitor
8423	verb.communication	come
8424	noun.artifact	babel
8425	noun.communication	tongue
8426	noun.communication	dub
8430	noun.person	theMute
8436	noun.communication	prophet
8438	verb.communication	play
8439	verb.change	cookup
8441	verb.communication	mother
8442	noun.group	de-mon
8443	noun.person	multitudehorde
8445	verb.contact	steppin
8446	noun.group	scourge
8447	noun.act	sis-
8450	verb.stative	serveas
8451	noun.group	FinalDays
8453	noun.act	tug
8457	noun.person	tugpilot
8459	noun.location	BabylonRocker
8460	noun.person	garvey
8463	noun.group	LosAngelesFounder
8464	noun.relation	involvement
8465	noun.group	traffic
8468	verb.cognition	figureout
8470	noun.person	Jah
8473	noun.person	tugMarcusGarvey
8477	noun.artifact	web
8479	noun.location	zionite
8480	verb.motion	muscular
8481	noun.substance	sco-polamine
8483	noun.substance	stimulant
8484	noun.person	manufacturer
8485	verb.communication	counter
8490	noun.artifact	pilotmodule
8491	verb.cognition	dat
8493	verb.communication	dread
8496	verb.social	getintouch
8498	noun.location	Berne
8503	verb.consumption	lust
8504	noun.artifact	chip...
8505	noun.communication	now
8509	noun.location	maelcum
8510	noun.cognition	resolution
8511	noun.communication	Cray
8515	noun.person	MarcusGarvey
8517	noun.substance	lioos
8518	noun.attribute	Zion
8519	noun.substance	BlackStar
8521	noun.state	green
8522	noun.substance	yellow
8524	noun.communication	decal
8525	verb.body	spray
8527	noun.artifact	pilotgear
8529	verb.contact	scrape
8530	noun.act	overspray
8533	noun.artifact	razorblade
8534	noun.artifact	gasket
8537	verb.contact	festoon
8538	noun.substance	glob
8539	noun.attribute	streamer
8540	noun.substance	caulk
8541	noun.object	strand
8544	noun.act	dock
8547	verb.communication	jackin
8548	noun.location	Dixie
8549	verb.body	crack
8550	verb.communication	flatline
8551	noun.person	larkin
8553	noun.group	sector
8554	noun.person	bigbiz
8555	noun.group	multina-tional
8556	noun.group	government
8557	noun.location	Brazil
8558	verb.change	lightup
8559	noun.plant	Christmastree
8560	verb.communication	jack
8561	verb.perception	looklike
8564	verb.motion	jackout
8565	noun.location	TuringRegistry
8566	noun.location	al
8567	noun.group	frogcompany
8568	noun.group	Rio
8571	verb.body	chew
8572	noun.object	plateaus
8573	noun.location	EasternSeaboardFissionAuthority
8580	noun.artifact	strata
8582	noun.act	fry
8584	noun.communication	shit
8587	verb.communication	jackout
8593	noun.group	AI
8597	noun.feeling	exhilaration
8599	verb.motion	shiver
8601	verb.change	gel
8604	noun.group	banking
8616	noun.location	gridpoint
8617	verb.perception	seethe
8621	noun.artifact	gridpoint
8623	verb.change	back
8624	verb.motion	bulge
8626	verb.contact	tache
8629	verb.contact	sting
8630	noun.person	MAXreverse
8632	noun.location	swissbank
8634	verb.motion	Jack
8635	noun.attribute	odor
8639	noun.object	sky....
8643	noun.body	spine--
8644	noun.phenomenon	rain
8645	verb.perception	wake
8646	noun.phenomenon	drizzle
8647	verb.contact	tangle
8648	noun.artifact	coil
8650	verb.perception	wash
8653	noun.substance	chipboard
8655	noun.artifact	gameconsole
8656	noun.location	streamlinedJapanese
8657	verb.contact	stencil
8659	verb.body	brush
8661	noun.location	onNinsei
8662	verb.communication	take
8663	noun.act	measure
8667	verb.contact	wring
8669	verb.motion	shudder
8670	noun.event	roar
8671	noun.artifact	game
8672	noun.state	ghost
8673	verb.contact	overlap
8675	verb.contact	nuke
8676	noun.person	Bonn
8677	verb.competition	play
8679	noun.location	castle
8683	verb.change	blow
8685	noun.artifact	asshole
8686	noun.location	seventhlevel
8687	noun.artifact	dungeon
8688	noun.person	vampire
8691	noun.artifact	put-on
8692	noun.act	blackout
8693	verb.contact	deck
8698	verb.motion	vibrated--
8699	verb.change	go
8704	noun.food	candy
8705	noun.artifact	wrapper
8706	verb.contact	balanced
8711	noun.person	sonofabitch
8712	noun.person	Echoes
8720	noun.communication	etable
8722	noun.artifact	pushcart
8725	noun.person	JULIUSDEANEIMPORTEXPORT
8727	verb.creation	stale
8728	noun.communication	printlogo
8730	noun.communication	translation
8734	noun.act	time
8736	noun.state	hurry
8739	noun.communication	aztec
8748	noun.artifact	gut
8750	noun.artifact	cas-sette
8754	noun.artifact	holster
8756	verb.contact	saw
8760	noun.substance	tape
8762	noun.substance	dirt
8765	noun.substance	softlead
8771	noun.artifact	trigger
8772	noun.event	recoil
8774	noun.artifact	flashbulb
8775	noun.location	azide
8778	noun.artifact	drape
8785	noun.cognition	logic
8786	verb.communication	honor
8787	noun.communication	spokesperson
8791	noun.phenomenon	charge
8793	noun.person	winter-mute
8794	noun.group	simstim
8795	verb.communication	wire
8798	verb.contact	straighten
8799	verb.motion	sit
8804	noun.artifact	wrap-pcr
8813	verb.cognition	confuse
8814	noun.person	winterrnute
8823	noun.artifact	link-up
8824	noun.person	Rio
8825	verb.creation	arrange
8832	noun.body	temple
8834	verb.consumption	choke
8837	verb.communication	imagine
8840	noun.body	lobes
8841	noun.body	leavebrain
8844	noun.artifact	micro
8845	verb.cognition	access
8847	verb.creation	improvise
8848	noun.communication	given
8849	verb.social	sort
8854	noun.act	eat
8855	noun.process	excrete
8856	verb.contact	bate
8857	noun.feeling	obsession
8861	noun.communication	hearing
8864	verb.change	maintain
8865	verb.contact	comeapart
8868	noun.person	motherfucker
8873	verb.communication	readin
8874	noun.artifact	strap
8876	noun.act	custom
8878	noun.communication	talk
8880	noun.group	garvey
8881	noun.group	custom
8882	verb.communication	prove
8885	noun.communication	franchise
8888	noun.state	bitch
8889	verb.contact	filter
8892	noun.shape	slash
8893	noun.object	white
8895	noun.location	Cannes
8896	verb.contact	pumpin
8897	noun.person	Lado
8905	noun.artifact	casino
8908	verb.perception	get
8909	noun.person	gambler
8910	noun.person	bodyguard
8911	noun.location	JulesVerne
8912	verb.communication	respond
8913	noun.artifact	collagen
8915	verb.possession	pour
8921	verb.stative	stay
8924	noun.location	Inter-continental
8925	verb.motion	slidedown
8926	noun.event	rapid
8930	noun.artifact	hangglider
8932	noun.artifact	spray
8936	noun.substance	runwater
8937	noun.communication	lotta
8938	noun.communication	yeah
8939	noun.act	toss
8943	noun.body	cheek-
8944	noun.location	LadoAcheson
8945	verb.perception	smolder
8946	noun.location	Bermudan
8947	verb.change	stripe
8948	noun.object	segment
8952	verb.perception	drift
8957	verb.change	turnup
8959	verb.cognition	equiv-
8960	noun.substance	alent
8970	noun.cognition	smell
8978	noun.person	micro
8979	noun.state	wreck
8982	noun.cognition	substitute
8984	verb.contact	accrete
8985	noun.person	Deaneanalog
8986	noun.person	given
8987	verb.social	takeadvantage
8995	verb.weather	lightup
8999	noun.act	manipulation
9001	verb.motion	stub
9002	noun.artifact	Yeheyuan
9003	noun.artifact	bedside
9004	noun.communication	puff
9006	verb.contact	unreel
9007	noun.attribute	monotony
9008	noun.possession	rate
9009	noun.person	Marlene
9011	noun.animal	roach
9014	noun.artifact	kitchenette
9016	noun.act	lightswitch
9018	noun.artifact	mattress
9021	noun.animal	wasp
9022	noun.artifact	windowframe
9023	noun.Tops	lump
9025	verb.motion	hurtling
9027	noun.person	copter
9028	noun.artifact	dumpster
9036	verb.motion	mage
9037	noun.person	rollo
9039	noun.person	Mar-lene
9042	noun.person	Frisco
9043	noun.person	biker
9044	noun.phenomenon	lightningbolt
9045	noun.artifact	crewcut
9047	noun.artifact	flamethrower
9048	noun.animal	anglehead
9050	noun.group	hive
9052	noun.plant	sprawl
9056	noun.artifact	ignitionswitch
9057	verb.stative	count
9059	verb.change	pump
9060	noun.quantity	psi
9061	verb.motion	sprayout
9063	noun.artifact	tongue
9065	verb.communication	cheer
9068	verb.contact	gulfe
9069	verb.change	sizzling
9070	verb.contact	breakopen
9072	verb.motion	wrench
9074	noun.substance	asphalt
9077	noun.location	horror
9078	noun.artifact	birthfactory
9079	noun.animal	hatching
9080	noun.animal	egg
9081	noun.animal	larva
9084	verb.cognition	re-
9085	verb.perception	veale
9086	noun.artifact	machinegun
9087	noun.person	alien
9089	noun.artifact	ignition
9090	verb.contact	hiss
9092	verb.change	explode
9094	noun.quantity	floor
9099	noun.event	flare
9100	noun.location	Intercontinental
9101	verb.change	drench
9104	verb.creation	emboss
9107	verb.contact	coating
9108	noun.substance	bronzer
9109	noun.attribute	pallor
9111	verb.creation	fake
9112	noun.substance	wicker
9113	noun.artifact	basket
9114	noun.substance	synthetic
9117	noun.plant	temperfoam
9118	verb.change	dye
9119	verb.body	sunbathe
9121	noun.artifact	espadrilles
9122	noun.substance	straw
9123	noun.person	hood
9124	noun.state	tan
9128	verb.perception	dream
9130	noun.object	meadow
9132	noun.artifact	umbrella
9135	noun.person	BerneAl
9136	verb.creation	bug
9143	noun.plant	pine
9144	noun.plant	oak
9145	noun.person	streetboy
9146	noun.plant	sweet
9148	verb.stative	shade
9149	noun.substance	Acheson
9152	verb.communication	catch
9154	noun.substance	tan
9155	noun.substance	stencil
9156	noun.substance	melanin
9157	noun.event	boost
9158	verb.stative	outline
9159	verb.change	highlight
9160	noun.body	musculature
9163	noun.act	racing
9164	verb.emotion	deserve
9166	noun.person	hairdresser
9167	noun.person	signer
9168	noun.artifact	duck
9170	verb.creation	craft
9173	noun.artifact	sackcloth
9174	verb.communication	await
9175	noun.person	husband
9176	verb.body	cover
9181	verb.contact	wrinkle
9185	verb.change	arrive
9190	verb.change	strip
9192	noun.body	seersucker
9196	verb.possession	dole
9197	noun.artifact	medicine
9203	noun.person	pig
9207	noun.location	midair
9209	noun.cognition	audition
9212	noun.artifact	foilpackd
9213	verb.motion	swarm
9214	noun.artifact	seersucker
9215	noun.artifact	blouse
9216	noun.communication	audition
9221	noun.artifact	vacsuit
9223	verb.motion	shipover
9224	noun.artifact	shitcan
9227	verb.communication	avoid
9232	noun.artifact	chore
9233	verb.motion	hike
9234	noun.cognition	axis
9235	verb.body	workout
9237	noun.quantity	g.
9240	noun.act	rection
9252	noun.artifact	axis
9255	noun.artifact	inductiontrain
9256	noun.object	spindle
9257	verb.motion	row
9260	noun.artifact	bicycle
9262	noun.artifact	launchgear
9264	noun.artifact	microlight
9266	verb.contact	ferry
9268	noun.artifact	scooter
9270	noun.act	delivery
9271	noun.person	Babylon
9273	noun.person	Ho-saka
9282	noun.artifact	lanyard
9283	noun.artifact	hip
9286	noun.artifact	plasdc
9296	verb.possession	getinto
9303	verb.contact	kickoff
9304	noun.artifact	pilotconsole
9305	noun.artifact	bus-
9306	verb.contact	ying
9308	noun.artifact	frond
9312	noun.communication	datum
9313	noun.person	BockrisSystemsGmbH
9314	noun.group	Frankfurt
9315	verb.contact	shipment
9317	verb.communication	advise
9318	noun.artifact	interface
9319	noun.group	ono
9321	verb.possession	yield
9322	noun.attribute	capability
9323	noun.relation	regardto
9324	noun.group	militarysystem
9326	noun.person	JesusChrist
9328	noun.artifact	viruscassette
9334	noun.person	questdon
9335	noun.person	Bockris
9336	noun.location	Frankfurt
9337	noun.time	Delay
9338	noun.location	Hosaka
9339	verb.communication	Code
9340	noun.communication	standard
9343	noun.location	ReinholdScientdfic
9345	noun.act	jump
9352	noun.act	grade
9353	noun.location	Kuang
9354	noun.group	MarkEleven
9359	verb.possession	gimme
9361	verb.communication	setdngup
9363	noun.artifact	ashpool
9368	verb.cognition	flatline
9370	verb.motion	in
9378	noun.attribute	goodside
9379	noun.communication	nope
9380	verb.cognition	respond
9381	verb.communication	wait
9382	noun.time	sec
9389	verb.social	geton
9392	noun.group	swissciti-zenship
9398	noun.location	sikkim
9399	noun.artifact	combine
9400	noun.location	autonomy
9401	noun.artifact	bugaboo
9402	verb.cognition	cerne
9403	noun.act	guess
9406	noun.artifact	shackle
9407	noun.group	al
9408	verb.change	comein
