	supersense_category	text
4282	verb.contact	flail
4287	verb.contact	breakloose
4288	verb.motion	twitch
4289	verb.body	sickened
4292	verb.communication	guarantee
4294	noun.quantity	mass
4296	noun.location	periphery
4299	verb.creation	compose
4302	noun.state	misery
4304	verb.communication	refer
4308	noun.person	JohnAnderton
4310	noun.possession	possession
4312	verb.possession	accumulate
4314	noun.artifact	crate
4315	noun.artifact	truck
4316	noun.location	Centaurusx
4318	verb.motion	makeitback
4322	verb.communication	checkon
4323	noun.artifact	atronic
4324	noun.artifact	appliance
4325	noun.person	centten
4328	noun.communication	regret
4329	noun.feeling	regret
4333	verb.motion	driveup
4334	noun.artifact	patrolcar
4338	noun.communication	breakdown
4341	noun.act	retraction
4343	verb.cognition	can
4350	verb.contact	getout
4352	noun.body	light
4353	verb.contact	ignite
4355	verb.perception	overlook
4359	verb.communication	wadeinto
4360	noun.feeling	satisfaction
4367	verb.social	phase
4369	verb.cognition	factor
4370	noun.person	n’tKaplan
4375	verb.cognition	face
4378	noun.communication	report
4380	verb.cognition	recreate
4381	noun.communication	position
4383	verb.communication	invalidate
4388	verb.communication	conclude
4394	noun.time	timepath
4400	verb.social	invalidate
4401	verb.communication	sum
4402	noun.person	anxiously
4404	verb.motion	trot
4405	verb.social	overhaul
4409	verb.cognition	derive
4410	noun.state	comfort
4413	verb.body	twitch
4414	noun.person	youngWitwer
