supersense_category	text
verb.change	greying
verb.emotion	beset
noun.animal	hogs
noun.state	cases
noun.artifact	barn
noun.event	bites
noun.animal	beast
noun.object	obstacles
verb.creation	wreak
noun.act	guessing
noun.plant	harvest
verb.stative	surviving
noun.animal	poultry
verb.motion	run away
noun.animal	cats
noun.act	going
noun.animal	mice
noun.person	Mrs. Gardner
noun.animal	pets
noun.animal	felines
noun.artifact	nineteenth
noun.person	October Nahum
noun.person	Ammi
noun.person	Thaddeus
noun.artifact	attic room
noun.person	Nahum
noun.artifact	grave
noun.artifact	plot
noun.artifact	locked door
noun.artifact	barn
noun.person	Ammi
verb.communication	consoled
noun.person	Gardners
noun.time	breath
noun.person	Ammi
verb.motion	accompanied
noun.person	Nahum
verb.emotion	calm
noun.person	Merwin
noun.person	Zenas
noun.act	calming
noun.person	Ammi
noun.event	fate
noun.person	Merwin
noun.communication	screams
noun.artifact	attic
noun.person	Nahum
noun.person	Ammi
noun.state	friendship
noun.group	vegetation
noun.person	Ammi
verb.cognition	reflect
noun.feeling	portents
noun.person	maniac
noun.time	twilight
verb.motion	hastened home
noun.communication	screams
noun.person	Nahum
verb.motion	lurched
noun.person	Ammi
noun.person	host
verb.communication	stammered out
noun.person	Mrs. Pierce
noun.person	Merwin
noun.artifact	pail
verb.communication	Screamed
noun.artifact	yard
noun.cognition	glow
noun.artifact	trace
noun.artifact	pail
verb.motion	plodded
noun.act	search
noun.artifact	bail
noun.artifact	hoops
verb.communication	hint
noun.artifact	pail
noun.person	Nahum
noun.person	Mrs. Pierce
noun.person	Ammi
verb.motion	reached home
noun.person	Merwin
noun.person	Gardners
noun.location	Arkham
noun.person	Thad
noun.person	Merwin
verb.motion	creeping
verb.motion	creeping
noun.person	Nahum
noun.person	Ammi
verb.contact	look after
noun.person	Zenas
verb.stative	survived
noun.cognition	judgment
verb.cognition	fancy
noun.person	Lord
noun.time	two weeks
noun.person	Ammi
noun.person	Nahum
verb.cognition	overcame
noun.person	Gardner
verb.change	falling
noun.artifact	gables
verb.contact	clawing up
noun.feeling	malevolence
noun.person	Ammi
verb.stative	come
noun.shape	tilt
noun.person	Nahum
verb.contact	lying
noun.person	Zenas
noun.person	Ammi
noun.person	host
noun.person	Zenas
verb.body	blowing
noun.person	Presently Nahum
noun.person	Ammi
noun.person	farmer
verb.communication	Questioning
noun.person	Ammi
noun.person	Zenas
noun.person	Nabby
noun.person	Nahum
noun.person	Ammi
noun.person	babbler
noun.artifact	attic
noun.person	Ammi
verb.contact	obscured
noun.person	Ammi
noun.attribute	stench
verb.motion	proceeding
verb.contact	eclipsed
noun.substance	vapour
noun.phenomenon	colours
verb.emotion	numbed
noun.object	globule
noun.object	meteor
noun.person	geologist
noun.group	vegetation
verb.change	sprouted
noun.person	monstrosity
verb.stative	shared
noun.event	fate
noun.person	young Thaddeus
noun.animal	livestock
noun.person	Ammi
noun.communication	particulars
noun.communication	scene
verb.change	reappear
verb.cognition	judged
verb.cognition	gathered
noun.artifact	attic
noun.act	deed
noun.feeling	torment
noun.person	farmer
verb.change	gone mad
noun.person	Ammi
noun.person	Nahum
verb.social	tended
verb.social	cared
verb.change	Commencing
noun.person	Ammi
noun.event	thud
verb.communication	choked off
noun.substance	vapour
verb.stative	brushed
verb.change	started up
verb.stative	Halted
noun.event	sounds
noun.act	dragging
noun.act	suction
verb.emotion	goaded
noun.attribute	heights
verb.motion	blundered
noun.communication	trifle
noun.cognition	brain
noun.cognition	sounds
noun.attribute	steepness
noun.location	heaven
noun.attribute	luminosity
noun.artifact	woodwork
noun.object	laths
noun.event	whinny
noun.person	Ammi
noun.event	runaway
noun.animal	buggy
noun.location	earshot
noun.person	Hero
verb.contact	untied
noun.artifact	buggy
noun.artifact	coping
verb.contact	knocked in
noun.phenomenon	phosphorescence
noun.artifact	woodwork
noun.artifact	gambrel
noun.event	scratching
noun.person	Ammi
noun.artifact	attic
verb.motion	nerving
verb.contact	sought
noun.time	fashion
noun.person	Ammi
noun.time	half - hour
noun.state	collapse
verb.change	greying
noun.state	disintegration
verb.change	scaling off
noun.person	Ammi
noun.artifact	parody
noun.location	Nahum
verb.creation	crackle out
noun.substance	colour
verb.perception	burns
verb.weather	burns
noun.communication	jest
verb.perception	shone
noun.person	Thad an ’ Mernie an ’ Zenas
verb.stative	suckin
verb.consumption	pizened
verb.emotion	ben
noun.plant	seeds
noun.plant	seeds
verb.change	growed
noun.person	Zenas
verb.perception	beats
verb.communication	gits
verb.perception	burns
noun.person	Zenas
verb.communication	draws
noun.person	Zenas
noun.person	Ammi
verb.cognition	hev
noun.substance	colour
verb.weather	burns
verb.cognition	sucks
noun.person	professors
noun.person	Ammi
verb.change	sucks
noun.attribute	life
verb.motion	caved in
noun.person	Ammi
noun.artifact	tablecloth
noun.quantity	acre
noun.possession	pasture
noun.body	well
verb.motion	run away
noun.artifact	buggy
verb.contact	dislodged
noun.person	Nahum
noun.person	Ammi
noun.artifact	buggy
verb.social	thrown
noun.state	fits
verb.communication	Reassuring
noun.communication	explanations
verb.motion	set out
noun.location	Arkham
noun.group	authorities
noun.person	Gardner
verb.social	indulged
noun.event	deaths
noun.person	Nahum
noun.person	Nabby
noun.person	Thaddeus
noun.event	cause
noun.state	ailment
verb.creation	killed
noun.animal	livestock
noun.person	Merwin
noun.person	Zenas
noun.communication	questioning
noun.person	Ammi
verb.social	compelled
noun.location	Gardner
noun.person	coroner
noun.person	medical examiner
noun.person	veterinary
verb.body	treated
noun.cognition	will
verb.motion	advancing
verb.emotion	feared
noun.artifact	wagon
noun.person	Ammi
noun.artifact	buggy
verb.motion	arrived at
noun.state	pest
noun.artifact	farmhouse
noun.act	experiences
noun.artifact	attic
noun.artifact	tablecloth
noun.attribute	bounds
noun.person	examiner
noun.substance	Specimens
verb.social	busied
verb.possession	obtaining
verb.cognition	develops
noun.phenomenon	aftermath
noun.artifact	college
noun.artifact	laboratory
noun.artifact	phials
noun.artifact	spectroscope
verb.communication	gave off
noun.attribute	bands
noun.object	meteor
verb.communication	yielded
noun.attribute	property
verb.perception	emitting
verb.stative	consisting
noun.substance	phosphates
noun.substance	carbonates
noun.person	Ammi
verb.cognition	meant
verb.perception	glancing
noun.person	detective
verb.communication	questioned
noun.person	Nahum
verb.cognition	feared
noun.person	Merwin
noun.person	Zenas
verb.possession	empty
noun.person	Ammi
noun.artifact	pail
noun.artifact	pail
verb.contact	hauled up
verb.contact	splashed
noun.body	noses
noun.artifact	foetor
verb.perception	uncovering
verb.cognition	feared
noun.person	Merwin
noun.person	Zenas
noun.substance	vestiges
noun.substance	ooze
verb.contact	holds
noun.artifact	pole
verb.contact	sink
noun.substance	mud
verb.stative	meeting
noun.state	obstruction
noun.time	Twilight
noun.artifact	lanterns
verb.cognition	seen
verb.motion	conferred
noun.artifact	sitting
verb.body	played
noun.object	desolation
noun.cognition	case
noun.plant	vegetable
noun.animal	livestock
noun.event	deaths
noun.person	Merwin
noun.person	Zenas
noun.group	common country
noun.object	meteor
verb.contact	poisoned
noun.substance	soil
noun.state	illness
noun.substance	soil
verb.cognition	analyse
noun.attribute	deeds
verb.communication	shewed
noun.person	coroner
verb.stative	overlooking
noun.artifact	yard
verb.motion	set in
noun.location	grounds
noun.object	moonbeams
verb.change	shoot up
noun.plant	black
verb.creation	giving
noun.attribute	reflections
verb.change	emptied
verb.contact	clustered
noun.person	Ammi
noun.state	miasma
noun.attribute	hue
verb.emotion	feared
noun.animal	globule
noun.substance	aërolite
noun.group	vegetation
noun.time	springtime
noun.artifact	attic
noun.substance	vapour
verb.motion	brushed
noun.person	Nahum
noun.object	globule
noun.event	runaway
noun.artifact	yard
verb.communication	belching forth
verb.stative	credit
noun.cognition	alertness
noun.person	Ammi
verb.cognition	gleaning
noun.substance	vapour
noun.process	exhalation
noun.person	Nature
noun.animal	horses
noun.plant	saplings
verb.communication	neighing
noun.artifact	wagon
noun.person	Ammi
noun.person	Nahum
verb.change	sucks
verb.change	growed
noun.phenomenon	meteor stone
noun.time	June
verb.contact	Sucks
verb.weather	burns
noun.person	Nahum
verb.consumption	feeds
noun.artifact	college
noun.artifact	meteor stone
noun.animal	horses
verb.consumption	pawed
verb.body	whinnied
noun.group	sets
noun.object	woodshed
noun.object	shaft
noun.attribute	iridescence
noun.object	depths
noun.person	Ammi
verb.social	restrained
noun.act	brushing
noun.substance	vapour
verb.body	acted
noun.communication	blasphemy
noun.person	human
noun.person	detectives
noun.act	straying
verb.contact	arrested
verb.communication	disputed
noun.communication	country
noun.communication	gossip
noun.location	Arkham
verb.communication	premise
verb.change	arise
noun.artifact	hedge
noun.plant	mustard
noun.shape	fringe
noun.artifact	democrat
noun.artifact	wagon
noun.feeling	calm
noun.plant	boughs
noun.artifact	yard
verb.body	twitching
noun.relation	linkage
noun.body	horrors
verb.motion	struggling
noun.location	silhouette
noun.feeling	awe
noun.attribute	silhouette
verb.contact	wriggling
noun.plant	treetop
noun.attribute	height
verb.motion	tipping
noun.plant	bough
noun.location	St. Elmo
noun.process	flames
verb.change	came down
noun.person	apostles
noun.location	Pentecost
noun.cognition	constellation
noun.group	swarm
noun.animal	corpse
noun.animal	fireflies
noun.artifact	sarabands
noun.object	marsh
noun.person	Ammi
verb.cognition	recognise
verb.emotion	dread
noun.phenomenon	phosphorescence
noun.feeling	doom
noun.state	abnormality
verb.motion	outraced
verb.weather	shining out
noun.person	veterinary
noun.artifact	front door
noun.person	Ammi
verb.motion	tug
verb.cognition	draw
noun.communication	notice
noun.attribute	luminosity
noun.event	neighing
noun.act	stamping
noun.animal	horses
noun.person	soul
noun.artifact	old house
verb.motion	ventured forth
noun.event	reward
noun.act	shining
verb.emotion	strain
noun.attribute	verticality
noun.person	policeman
noun.artifact	sheds
noun.animal	bee
noun.location	hives
noun.location	west
verb.change	commencing
noun.person	visitors
noun.state	commotion
verb.contact	clopping
noun.person	Ammi
verb.change	quenched
noun.communication	seeing
noun.artifact	span
noun.animal	greys
noun.plant	sapling
verb.motion	run off
noun.artifact	wagon
verb.change	loosen
noun.body	tongues
verb.communication	exchanged
verb.change	spreads
noun.person	medical examiner
noun.artifact	pole
verb.change	stirred up
noun.substance	ooze
noun.food	bubbles
verb.stative	lurking
noun.person	Ammi
verb.contact	pawed
verb.contact	drowned
noun.event	quaver
noun.act	reflections
verb.change	growed
noun.person	Mernie
noun.person	Zenas
noun.person	Nabby
noun.group	Nahum
verb.contact	drunk
verb.stative	come
noun.shape	column
verb.contact	weave
noun.cognition	suggestions
noun.person	spectator
noun.person	Hero
noun.artifact	sitting room
noun.person	Ammi
noun.communication	Words
noun.person	Ammi
noun.animal	beast
verb.stative	huddled
noun.artifact	shafts
noun.artifact	buggy
noun.person	Hero
verb.emotion	mourn
noun.person	detective
verb.communication	called attention
noun.phenomenon	phosphorescence
verb.contact	pervade
noun.artifact	fragment
verb.change	shimmered
noun.artifact	sashes
noun.artifact	posts
verb.stative	coruscated
noun.artifact	mantel
verb.contact	infected
verb.change	strengthen
noun.person	Ammi
verb.communication	shewed
noun.artifact	back door
noun.artifact	fields
noun.quantity	acre
noun.state	pasture
verb.motion	gone the
noun.artifact	barn
noun.artifact	sheds
noun.plant	orchard
noun.attribute	contours
verb.stative	did
noun.location	Chapman ’s Brook
noun.object	valley
noun.location	Gardner place
noun.communication	sight
noun.group	blend
noun.plant	herbage
noun.plant	boughs
verb.contact	straining
noun.attribute	tongues
noun.artifact	tricklings
verb.motion	creeping
noun.object	ridgepoles
noun.artifact	barn
noun.artifact	sheds
noun.person	Fuseli
verb.social	reigned
noun.cognition	riot
noun.attribute	amorphousness
noun.phenomenon	rainbow
verb.perception	seething
verb.contact	lapping
verb.communication	reaching
verb.body	straining
verb.change	bubbling
noun.attribute	chromaticism
noun.animal	rocket
noun.object	meteor
verb.body	gasp
noun.person	watcher
noun.communication	sight
noun.person	Ammi
noun.location	Cygnus
noun.object	Deneb
verb.change	twinkling
verb.motion	melted
noun.location	Milky Way
noun.object	earth
noun.process	crackling
noun.object	valley
noun.event	ripping
noun.event	crackling
verb.communication	vowed
verb.change	burst up
noun.event	cataclysm
verb.change	blurring
verb.contact	sending forth
noun.location	zenith
verb.creation	bombarding
noun.phenomenon	cloudburst
verb.emotion	disown
noun.state	vapours
noun.feeling	morbidity
verb.contact	sweep down
noun.phenomenon	gusts
verb.communication	howled
verb.contact	shew
noun.location	Nahum ’s
verb.communication	hint theories
noun.location	Arkham
noun.person	Ammi
verb.communication	begged
verb.stative	spared
verb.emotion	crushed
verb.motion	set
noun.person	Ammi
noun.object	valley
verb.stative	sheltering
verb.motion	sink down
noun.communication	colour
noun.location	heavens
noun.person	Ammi
verb.cognition	recognised
noun.relation	remnant
verb.motion	lurk
noun.person	Ammi
verb.motion	go near
noun.artifact	reservoir
verb.motion	blots
noun.object	well
noun.location	Arkham country
noun.quantity	Three
noun.person	Ammi
noun.time	daylight
noun.substance	bricks
noun.substance	stones
noun.substance	litter
noun.artifact	nefandous well
noun.person	Ammi
verb.contact	towed away
noun.artifact	buggy
noun.quantity	acres
noun.location	desert
verb.change	sprawls
noun.substance	acid
verb.perception	glimpse
noun.communication	tales
noun.plant	heath
noun.communication	tales
noun.person	chemists
verb.cognition	analyse
verb.contact	disperse
noun.person	Botanists
noun.group	flora
verb.contact	shed
noun.phenomenon	blight
noun.plant	herbage
noun.animal	things
noun.communication	prints
noun.phenomenon	snow
noun.object	Snow
noun.plant	heath
noun.person	Horses
noun.time	motor age
noun.object	valley
noun.person	hunters
verb.cognition	depend on
noun.attribute	splotch
noun.cognition	influences
noun.person	Nahum
noun.act	taking
noun.person	folk
noun.person	foreigners
noun.artifact	homesteads
verb.cognition	wonders
noun.attribute	stores
verb.communication	protest
noun.location	realm
verb.emotion	stir
noun.feeling	fancy
noun.person	traveller
noun.attribute	strangeness
noun.object	ravines
verb.perception	shiver
verb.creation	paint
noun.feeling	sensation
verb.cognition	derived
noun.person	Ammi
noun.time	twilight
verb.contact	gather
noun.feeling	timidity
noun.object	voids
noun.person	soul
noun.person	Ammi
noun.person	Arkham
noun.person	professors
noun.artifact	aërolite
noun.body	globule
noun.body	globules
verb.cognition	depend
noun.location	brink
noun.person	rustics
noun.state	blight
verb.change	creeps
noun.food	nourishment
noun.person	daemon
noun.animal	hatchling
verb.contact	tethered
verb.contact	claw
noun.communication	tales
noun.plant	oaks
noun.person	Ammi
verb.stative	obeyed
noun.cognition	laws
noun.object	cosmos
noun.substance	fruit
noun.group	worlds
noun.object	suns
verb.weather	shine
noun.artifact	telescopes
noun.person	observatories
noun.Tops	motions
noun.attribute	dimensions
noun.person	astronomers
verb.cognition	deem
verb.stative	measure
noun.substance	colour
noun.person	messenger
noun.location	realms
noun.attribute	Nature
noun.attribute	realms
verb.emotion	stuns
verb.emotion	numbs
noun.state	gulfs
verb.contact	throws
noun.person	Ammi
noun.person	townfolk
verb.communication	forewarned
noun.object	valleys
noun.object	meteor
noun.relation	proportion
verb.change	remains
noun.person	Ammi
verb.motion	move away
noun.communication	Nahum’s—“can’t
verb.communication	draws
noun.person	Ammi
noun.location	reservoir
verb.competition	gets
noun.person	chief engineer
noun.person	monstrosity
verb.emotion	troubling
noun.group	Federal government
noun.location	Massachusetts seaport
noun.location	Innsmouth
noun.time	February
noun.act	burning
noun.communication	dynamiting
noun.location	waterfront
noun.person	souls
noun.event	occurrence
noun.event	clashes
noun.person	followers
verb.cognition	wondered at
noun.attribute	secrecy
verb.stative	surrounding
noun.act	disposal
noun.person	prisoners
verb.communication	reported
noun.person	captives
noun.location	gaols
noun.communication	statements
noun.artifact	concentration camps
noun.act	dispersal
noun.artifact	prisons
noun.location	Innsmouth
verb.cognition	shew
noun.communication	Complaints
noun.group	organisations
verb.communication	met
noun.communication	discussions
noun.location	camps
noun.artifact	prisons
noun.group	societies
verb.stative	coöperate
noun.communication	tabloid
verb.cognition	discounted
noun.artifact	submarine
verb.competition	discharged
noun.artifact	torpedoes
noun.object	abyss
noun.location	Devil Reef
verb.change	gathered
noun.group	haunt
noun.object	reef
noun.location	Innsmouth Harbour
noun.location	towns
noun.location	outer world
noun.location	Innsmouth
noun.attribute	secretiveness
verb.consumption	exert
noun.object	salt marshes
noun.person	neighbours
noun.location	Innsmouth
verb.communication	defy
noun.communication	ban
noun.phenomenon	harm
verb.possession	save
noun.act	shock
noun.state	repulsion
verb.change	accrue
noun.communication	hinting
noun.person	raiders
noun.location	Innsmouth
verb.emotion	wishing
noun.person	layman
verb.creation	carried away
noun.location	Innsmouth
noun.feeling	appeals
verb.creation	brought on
noun.event	episode
noun.feeling	craving
noun.location	seaport
noun.state	abnormality
noun.communication	telling
verb.change	helps
verb.change	restore
noun.cognition	faculties
verb.cognition	reassure
verb.motion	succumb
noun.state	nightmare hallucination
verb.cognition	making up
noun.location	Innsmouth
verb.social	celebrating
noun.time	coming of age
noun.act	tour
noun.location	New England
noun.act	sightseeing
noun.person	antiquarian
noun.person	genealogical
noun.location	Newburyport
noun.location	Arkham
verb.motion	travelling
noun.artifact	trolley
noun.artifact	coach
verb.possession	seeking
noun.location	Newburyport
noun.artifact	steam train
noun.location	Arkham
noun.possession	ticket
verb.communication	demurred
noun.artifact	fare
noun.location	Innsmouth
verb.communication	shewed
noun.act	economy
noun.communication	hesitation
verb.stative	ai
verb.motion	goes through
noun.location	Innsmouth
verb.social	Run
noun.location	Innsmouth
noun.person	Joe Sargent
noun.location	Arkham
verb.stative	keeps
noun.person	Innsmouth
noun.location	Square
noun.person	Hammond
noun.group	Drug Store
noun.time	a.m.
noun.time	p.m.
verb.stative	Looks like
noun.artifact	rattletrap
noun.location	Innsmouth
verb.contact	shewn
noun.artifact	maps
noun.communication	guide
verb.emotion	interested
noun.communication	allusion
verb.emotion	roused
noun.feeling	curiosity
verb.emotion	inspire
noun.group	neighbours
noun.location	Arkham
verb.motion	stop off
noun.attribute	air
noun.location	Innsmouth
noun.object	mouth
noun.location	Manuxet
noun.act	War
noun.artifact	railroad
noun.group	B. & M.
noun.artifact	branch line
noun.location	Rowley
verb.cognition	up
verb.communication	speak of
noun.act	fishing
verb.contact	lobstering
verb.possession	trades
noun.location	Arkham
noun.location	Ipswich
noun.artifact	mills
noun.artifact	refinery
verb.stative	running on
noun.artifact	refinery
noun.person	Old Man Marsh
noun.person	Croesus
noun.person	Queer old
verb.communication	supposed
verb.body	developed
noun.state	skin disease
noun.state	deformity
noun.person	Grandson
noun.person	Captain Obed Marsh
noun.person	ben
noun.person	foreigner
noun.location	South Sea
noun.person	islander
verb.social	raised
noun.person	Cain
noun.location	Ipswich
noun.location	Innsmouth
noun.group	folks
verb.social	cover up
noun.person	Innsmouth
noun.person	Marsh
noun.person	grandchildren
noun.location	Innsmouth
noun.communication	stock
verb.change	get started
verb.change	get started
verb.competition	let up
noun.location	Innsmouth
verb.cognition	gather
noun.person	Captain Marsh
verb.competition	driving
noun.communication	bargains
noun.person	imps
noun.location	Innsmouth
noun.act	sacrifices
noun.artifact	wharves
verb.communication	stumbled
noun.location	Panton
noun.location	Vermont
noun.person	timers
noun.object	black
noun.object	reef
noun.object	coast
noun.location	Devil Reef
noun.group	legion
noun.person	devils
noun.object	reef
verb.motion	sprawled
verb.motion	darting
noun.artifact	caves
noun.act	detours
verb.stative	hail
noun.location	Innsmouth
noun.person	Captain Marsh
noun.object	formation
noun.person	daemons
noun.communication	Fact
noun.person	Captain
noun.object	reef
noun.event	epidemic
noun.group	folks
noun.location	Innsmouth
verb.contact	carried off
noun.event	riots
noun.cognition	sorts
noun.act	doings
noun.act	shape
noun.group	folks
noun.state	race
noun.cognition	prejudice
verb.communication	blaming
verb.emotion	hold
noun.group	folks
noun.location	New England
noun.object	Africa
noun.location	South Seas
noun.location	Salem
noun.group	Fiji
noun.person	Islanders
noun.location	Cape Cod
noun.person	Innsmouth
noun.object	marshes
noun.object	creeks
noun.person	Captain Marsh
verb.contact	brought home
noun.animal	specimens
noun.time	twenties
noun.time	thirties
noun.attribute	streak
noun.group	folks
verb.communication	makes
noun.person	Sargent
noun.body	noses
verb.stative	ai
verb.contact	shrivelled
verb.change	creased up
noun.person	chap
noun.communication	glass
noun.group	Animals
noun.animal	autos
noun.location	Arkham
noun.location	Ipswich
verb.social	tries
noun.object	grounds
noun.location	Innsmouth Harbour
verb.consumption	fish
noun.group	folks
verb.motion	chase
noun.artifact	railroad
noun.location	Rowley
noun.location	Innsmouth
noun.location	Gilman House
verb.stative	amount
noun.location	Arkham
noun.person	inspector
noun.group	Gilman
verb.perception	Seems
noun.feeling	shivers
verb.body	undress
verb.body	go to sleep
verb.change	lit out
verb.stative	went on
noun.person	Casey
noun.person	Innsmouth
noun.group	folks
noun.location	Marsh
noun.artifact	refinery
noun.artifact	mill
noun.object	falls
noun.location	Manuxet
verb.communication	tallied up
noun.person	Books
noun.act	dealings
verb.communication	ben
noun.person	Marshes
verb.change	refine
noun.act	buying
verb.change	shipped out
noun.object	ingots
noun.artifact	jewellery
noun.artifact	refinery
noun.location	Marsh
noun.person	womenfolks
noun.person	Captain Obed
verb.possession	ordering
noun.quantity	stacks
noun.artifact	trinkets
noun.artifact	cache
noun.location	Devil Reef
noun.person	Captain
noun.act	Civil War
noun.person	Marshes
noun.substance	rubber gewgaws
noun.location	Innsmouth
noun.person	Gawd
noun.location	South Sea
noun.person	cannibals
noun.location	Guinea
noun.person	savages
verb.contact	taken off
noun.location	Marshes
noun.group	folks
noun.location	South
noun.act	doings
noun.food	lobsters
noun.act	exporting
verb.communication	keep track
noun.group	state school
noun.person	census men
noun.person	strangers
noun.location	Innsmouth
noun.person	government man
verb.motion	disappeared
noun.location	Danvers
verb.social	fixed up
noun.feeling	scare
verb.motion	ben
verb.perception	sightseeing
noun.location	Innsmouth
noun.group	Newburyport Public Library
verb.communication	looking up
noun.location	Innsmouth
noun.artifact	lunch room
noun.artifact	garages
noun.artifact	fire station
verb.change	get started
noun.person	ticket
verb.communication	predicted
verb.possession	spare
noun.feeling	reticences
noun.attribute	suspiciousness
noun.location	Innsmouth
noun.group	Y.M.C.A.
verb.communication	discouraged
verb.communication	shewed
noun.cognition	attitude
noun.location	Innsmouth
noun.process	degeneration
noun.location	Essex County
noun.communication	histories
noun.act	shipbuilding
noun.state	prosperity
noun.artifact	factory centre
noun.location	Manuxet
noun.event	epidemic
noun.event	riots
verb.perception	treated
noun.state	discredit
noun.communication	References
noun.state	decline
noun.communication	significance
noun.act	Civil War
noun.act	industrial life
verb.change	confined
noun.group	Marsh Refining Company
noun.act	marketing
noun.possession	gold ingots
noun.object	bit
noun.act	fishing
noun.act	fishing
verb.stative	paid
noun.artifact	commodity
noun.relation	competition
noun.attribute	dearth
noun.location	Innsmouth Harbour
noun.person	Foreigners
verb.stative	settled
noun.person	Poles
noun.artifact	jewellery
verb.cognition	associated
noun.location	Innsmouth
verb.emotion	impressed
noun.cognition	specimens
noun.group	University
noun.location	Arkham
noun.artifact	display room
noun.group	Newburyport Historical Society
noun.communication	descriptions
noun.cognition	undercurrent
noun.attribute	strangeness
noun.attribute	lateness
noun.cognition	sample
noun.communication	introduction
noun.person	curator
noun.group	Society
noun.person	Miss Anna Tilton
noun.person	gentlewoman
noun.feeling	mood
verb.perception	glistened
noun.artifact	cupboard
noun.artifact	electric lights
noun.feeling	sensitiveness
verb.body	gasp
noun.attribute	splendour
noun.cognition	phantasy
noun.shape	periphery
noun.attribute	lustrousness
noun.communication	designs
verb.contact	chased
verb.change	moulded
noun.cognition	craftsmanship
noun.state	fascination
verb.cognition	accounted for
noun.artifact	art objects
verb.stative	belonged to
noun.communication	defiances
verb.stative	belonged to
noun.state	maturity
noun.artifact	workmanship
noun.cognition	source
verb.stative	residing
noun.cognition	suggestions
noun.artifact	designs
noun.attribute	secrets
noun.object	abysses
noun.artifact	reliefs
noun.artifact	reliefs
noun.person	monsters
noun.attribute	grotesqueness
noun.attribute	malignity
verb.communication	dissociate
noun.attribute	functions
verb.cognition	fancied
noun.communication	contour
noun.animal	frogs
verb.change	overflowing
noun.communication	quintessence
noun.act	evil
noun.person	Miss Tilton
verb.possession	pawned
noun.possession	sum
noun.location	State Street
noun.act	brawl
verb.possession	acquired
noun.person	pawnbroker
verb.communication	labelled
noun.communication	provenance
noun.communication	attribution
noun.person	Miss Tilton
verb.cognition	comparing
noun.communication	hypotheses
noun.location	presence
noun.location	New England
verb.communication	inclined
noun.possession	hoard
noun.person	Captain Obed Marsh
verb.change	weakened
noun.communication	offers
noun.act	purchase
noun.location	Marshes
noun.group	Society
noun.act	determination
verb.communication	shewed
noun.person	Marsh
noun.state	fortune
noun.cognition	attitude
noun.location	Innsmouth
verb.change	slipping
noun.communication	rumours
verb.communication	justified
noun.artifact	churches
verb.possession	imported
noun.location	East
noun.location	Innsmouth
noun.artifact	fisheries
noun.attribute	persistence
noun.act	fishing
verb.social	replacing
noun.person	Freemasonry
verb.social	taking up
noun.artifact	headquarters
noun.location	Masonic Hall
noun.location	New Church Green
noun.person	Miss Tilton
verb.emotion	shunning
noun.state	decay
noun.motive	incentive
noun.feeling	anticipations
noun.feeling	zeal
noun.artifact	valise
noun.person	Hammond
noun.group	Drug Store
noun.location	Market Square
noun.location	Innsmouth
noun.location	arrival
verb.motion	drew near
noun.act	drift
noun.artifact	loungers
noun.location	Ideal Lunch
noun.location	square
noun.person	#NAME?
verb.communication	exaggerated
noun.location	Innsmouth
noun.person	denizens
noun.artifact	coach
noun.state	decrepitude
noun.location	State Street
noun.shape	turn
verb.motion	drew up
noun.location	Innsmouth
noun.group	Newb’port”—soon
verb.cognition	verified
noun.attribute	visage
noun.attribute	cast
verb.motion	shambled
noun.location	State Street
verb.communication	alighted
noun.artifact	drug store
noun.group	Joe Sargent
noun.person	ticket - agent
verb.communication	spread
noun.feeling	aversion
noun.group	kinsfolk
noun.artifact	golf cap
noun.shape	creases
verb.body	wink
verb.stative	seemed
verb.motion	straggled
noun.attribute	patches
noun.state	cutaneous disease
noun.communication	tinge
verb.change	curl
verb.communication	shambling
noun.state	gait
noun.attribute	greasiness
verb.consumption	given
verb.consumption	lounging
noun.feeling	oddities
noun.process	degeneration
noun.attribute	alienage
verb.motion	conquered
noun.feeling	qualms
noun.possession	dollar bill
verb.communication	murmuring
noun.quantity	cents
noun.body	seat
verb.stative	started
noun.event	jerk
noun.location	State Street
noun.substance	vapour
noun.substance	exhaust
verb.perception	detected
verb.social	avoid
verb.perception	look at
noun.location	High Street
noun.act	going
noun.artifact	mansions
noun.group	republic
noun.artifact	farmhouses
noun.location	Lower Green
noun.object	Parker River
noun.object	stretch
noun.plant	sedge
noun.plant	shrubbery
verb.motion	proceeded
noun.location	Plum Island
verb.motion	veered
noun.location	Rowley
noun.location	Ipswich
noun.artifact	telephone poles
noun.artifact	bridges
noun.object	tidal creeks
verb.stative	wound
verb.communication	promoted
noun.cognition	tradition
verb.communication	quoted
noun.communication	histories
noun.event	epidemic
noun.person	folk
noun.state	connexion
noun.attribute	forces
noun.act	evil
noun.location	woodlands
noun.substance	soil
noun.location	Plum Island
noun.feeling	disquiet
noun.artifact	roadway
verb.contact	merging
noun.location	arcana
verb.change	took on
noun.attribute	implications
noun.substance	strands
verb.possession	beheld
noun.object	valley
noun.location	Manuxet
verb.stative	joins
noun.object	cliffs
verb.change	culminate
noun.location	Kingsport Head
verb.motion	veer off
noun.location	Cape Ann
verb.stative	topped
noun.communication	legends
verb.contact	captured
noun.artifact	panorama
noun.communication	rumour
noun.location	Innsmouth
noun.attribute	extent
noun.state	dearth
noun.artifact	pots
noun.group	wisp
noun.artifact	steeples
verb.perception	loomed
verb.change	crumbling down
noun.object	gaping holes
noun.group	huddle
noun.artifact	gambrel
noun.artifact	gables
noun.attribute	clearness
verb.change	caved in
noun.artifact	cupolas
noun.person	widow
noun.artifact	walks
verb.stative	Stretching
